2752800, 0
2752900, 0
2753000, 0
2753100, 0
2753200, 0
2753300, 0
2753400, 0
2753500, 0
2753600, 0
2753700, 0
2753800, 0
2753900, 0
2754000, 0
2754100, 0
2754200, 0
2754300, 0
2754400, 0
2754500, 0
2754600, 0
2754700, 0
2754800, 0
2754900, 0
2755000, 0
2755100, 0
2755200, 0
2755300, 0
2755400, 0
2755500, 0
2755600, 0
2755700, 0
2755800, 0
2755900, 0
2756000, 0
2756100, 0
2756200, 0
2756300, 0
2756400, 0
2756500, 0
2756600, 0
2756700, 0
2756800, 0
2756900, 0
2757000, 0
2757100, 0
2757200, 0
2757300, 0
2757400, 0
2757500, 0
2757600, 0
2757700, 0
2757800, 0
2757900, 0
2758000, 0
2758100, 0
2758200, 0
2758300, 0
2758400, 0
2758500, 0
2758600, 0
2758700, 0
2758800, 0
2758900, 0
2759000, 0
2759100, 0
2759200, 0
2759300, 0
2759400, 0
2759500, 0
2759600, 0
2759700, 0
2759800, 0
2759900, 0
2760000, 0
2760100, 0
2760200, 0
2760300, 0
2760400, 0
2760500, 0.65359477124183
2760600, 2.45098039215686
2760700, 4.57516339869281
2760800, 7.18954248366013
2760900, 9.96732026143791
2761000, 12.7450980392157
2761100, 15.6862745098039
2761200, 18.6274509803922
2761300, 21.5686274509804
2761400, 24.5098039215686
2761500, 27.4509803921569
2761600, 30.3921568627451
2761700, 33.3333333333333
2761800, 36.437908496732
2761900, 39.3790849673203
2762000, 42.483660130719
2762100, 45.4248366013072
2762200, 48.5294117647059
2762300, 51.4705882352941
2762400, 54.5751633986928
2762500, 57.6797385620915
2762600, 60.6209150326797
2762700, 63.7254901960784
2762800, 66.6666666666667
2762900, 69.7712418300654
2763000, 72.7124183006536
2763100, 75.8169934640523
2763200, 78.7581699346405
2763300, 81.8627450980392
2763400, 84.8039215686275
2763500, 87.9084967320262
2763600, 90.8496732026144
2763700, 93.9542483660131
2763800, 96.8954248366013
2763900, 100
2764000, 102.941176470588
2764100, 106.045751633987
2764200, 108.986928104575
2764300, 115.032679738562
2764400, 118.137254901961
2764500, 121.241830065359
2764600, 124.183006535948
2764700, 127.287581699346
2764800, 130.228758169935
2764900, 133.333333333333
2765000, 136.274509803922
2765100, 139.37908496732
2765200, 142.320261437908
2765300, 145.424836601307
2765400, 148.366013071895
2765500, 151.470588235294
2765600, 154.411764705882
2765700, 157.516339869281
2765800, 160.62091503268
2765900, 163.562091503268
2766000, 166.666666666667
2766100, 169.607843137255
2766200, 172.712418300654
2766300, 175.653594771242
2766400, 178.758169934641
2766500, 181.699346405229
2766600, 184.803921568627
2766700, 187.745098039216
2766800, 190.849673202614
2766900, 193.954248366013
2767000, 196.895424836601
2767100, 200
2767200, 202.941176470588
2767300, 206.045751633987
2767400, 208.986928104575
2767500, 212.091503267974
2767600, 215.032679738562
2767700, 218.137254901961
2767800, 221.078431372549
2767900, 224.183006535948
2768000, 227.287581699346
2768100, 230.228758169935
2768200, 233.333333333333
2768300, 239.37908496732
2768400, 242.320261437909
2768500, 245.424836601307
2768600, 248.366013071895
2768700, 251.470588235294
2768800, 254.575163398693
2768900, 257.516339869281
2769000, 260.62091503268
2769100, 266.666666666667
2769200, 269.607843137255
2769300, 275.816993464052
2769400, 278.758169934641
2769500, 281.862745098039
2769600, 284.803921568627
