255,0,0,0,0
255,0,0,0,0
255,0,0,5,0
255,0,0,,
0,,,,
255,0,0,23,0
255,0,0,35,0
255,0,0,4,0
255,0,0,16,0
255,0,0,29,0
255,0,0,42,0
255,0,0,55,0
255,0,0,68,0
255,0,0,81,0
255,0,0,94,0
255,0,0,107,0
255,0,0,120,0
255,0,0,134,0
255,0,0,147,0
255,0,0,161,0
255,0,0,174,0
255,0,0,187,0
255,0,0,201,0
255,0,0,214,0
255,0,0,228,0
255,0,0,241,0
255,0,0,0,1
255,0,1,12,0
255,0,1,26,0
255,0,1,39,0
255,0,1,53,0
255,0,1,66,0
255,0,1,80,0
255,0,1,93,0
255,0,1,107,0
255,0,1,120,0
255,0,1,134,0
255,0,1,147,0
255,0,1,160,0
255,0,1,174,0
255,0,1,187,0
255,0,1,201,0
255,0,1,214,0
255,0,1,228,0
255,0,1,241,0
255,0,1,254,0
255,0,2,10,0
255,0,2,19,0
255,0,2,26,0
255,0,2,33,0
255,0,2,40,0
255,0,2,45,0
255,0,2,50,0
255,0,2,56,0
255,0,2,62,0
255,0,2,68,0
255,0,2,75,0
255,0,2,81,0
255,0,2,86,0
255,0,2,92,0
255,0,2,96,0
255,0,2,102,0
255,0,2,108,0
255,0,2,1,
0,,,,
255,0,2,119,0
255,0,2,126,0
255,0,2,132,0
255,0,2,138,0
255,0,2,145,0
255,0,2,151,0
255,0,2,156,0
255,0,2,159,0
255,0,2,159,0
255,0,2,158,0
255,0,2,157,0
255,0,2,157,0
255,0,2,157,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
,,,,
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
,,,,
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,0,2,156,0
255,1,0,4,0
255,1,0,12,0
255,1,0,,
0,,,,
,,,,
255,1,0,,
0,,,,
255,1,0,,
0,,,,
255,1,0,,
0,,,,
,,,,
255,1,0,,
0,,,,
255,1,0,,
0,,,,
255,1,0,,
0,,,,
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
,,,,
255,1,0,,
0,,,,
255,1,0,,
0,,,,
,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,14,0
255,1,0,,
0,,,,
255,1,0,,
0,,,,
255,1,0,12,0
255,1,0,9,0
255,1,0,7,0
255,1,0,7,0
255,1,0,7,0
255,1,0,5,0
255,1,0,5,0
255,1,0,6,0
255,1,0,6,0
255,1,0,6,0
255,1,0,7,0
255,1,0,6,0
255,1,0,5,0
255,1,0,6,0
255,1,0,4,0
255,1,0,6,0
255,1,0,6,0
255,1,0,5,0
255,1,0,6,0
255,1,0,7,0
255,1,0,6,0
,,,,
